divipola,municipio,departamento,fuente
23855,VALENCIA,CÓRDOBA,dane
23466,MONTELÍBANO,CÓRDOBA,dane
23580,PUERTO LIBERTADOR,CÓRDOBA,dane
23807,TIERRALTA,CÓRDOBA,dane
08001,BARRANQUILLA,ATLÁNTICO,dane
08078,BARANOA,ATLÁNTICO,dane
08137,CAMPO DE LA CRUZ,ATLÁNTICO,dane
08141,CANDELARIA,ATLÁNTICO,dane
08296,GALAPA,ATLÁNTICO,dane
08372,JUAN DE ACOSTA,ATLÁNTICO,dane
08421,LURUACO,ATLÁNTICO,dane
08433,MALAMBO,ATLÁNTICO,dane
08436,MANATÍ,ATLÁNTICO,dane
08520,PALMAR DE VARELA,ATLÁNTICO,dane
08549,PIOJÓ,ATLÁNTICO,dane
08558,POLONUEVO,ATLÁNTICO,dane
08560,PONEDERA,ATLÁNTICO,dane
08573,PUERTO COLOMBIA,ATLÁNTICO,dane
08606,REPELÓN,ATLÁNTICO,dane
08634,SABANAGRANDE,ATLÁNTICO,dane
08638,SABANALARGA,ATLÁNTICO,dane
08675,SANTA LUCÍA,ATLÁNTICO,dane
08685,SANTO TOMÁS,ATLÁNTICO,dane
08758,SOLEDAD,ATLÁNTICO,dane
08770,SUAN,ATLÁNTICO,dane
08832,TUBARÁ,ATLÁNTICO,dane
08849,USIACURÍ,ATLÁNTICO,dane
13001,CARTAGENA DE INDIAS,BOLÍVAR,dane
13006,ACHÍ,BOLÍVAR,dane
13030,ALTOS DEL ROSARIO,BOLÍVAR,dane
13042,ARENAL,BOLÍVAR,dane
13052,ARJONA,BOLÍVAR,dane
13062,ARROYOHONDO,BOLÍVAR,dane
13074,BARRANCO DE LOBA,BOLÍVAR,dane
13140,CALAMAR,BOLÍVAR,dane
13160,CANTAGALLO,BOLÍVAR,dane
13188,CICUCO,BOLÍVAR,dane
13212,CÓRDOBA,BOLÍVAR,dane
13222,CLEMENCIA,BOLÍVAR,dane
13244,EL CARMEN DE BOLÍVAR,BOLÍVAR,dane
13248,EL GUAMO,BOLÍVAR,dane
13268,EL PEÑÓN,BOLÍVAR,dane
13433,MAHATES,BOLÍVAR,dane
13440,MARGARITA,BOLÍVAR,dane
13442,MARÍA LA BAJA,BOLÍVAR,dane
13458,MONTECRISTO,BOLÍVAR,dane
13468,MOMPÓS,BOLÍVAR,dane
13473,MORALES,BOLÍVAR,dane
13490,NOROSÍ,BOLÍVAR,dane
13549,PINILLOS,BOLÍVAR,dane
13580,REGIDOR,BOLÍVAR,dane
13600,RÍO VIEJO,BOLÍVAR,dane
13620,SAN CRISTÓBAL,BOLÍVAR,dane
13647,SAN ESTANISLAO,BOLÍVAR,dane
13654,SAN JACINTO,BOLÍVAR,dane
13655,SAN JACINTO DEL CAUCA,BOLÍVAR,dane
13657,SAN JUAN NEPOMUCENO,BOLÍVAR,dane
13667,SAN MARTÍN DE LOBA,BOLÍVAR,dane
13670,SAN PABLO,BOLÍVAR,dane
13673,SANTA CATALINA,BOLÍVAR,dane
13683,SANTA ROSA,BOLÍVAR,dane
13688,SANTA ROSA DEL SUR,BOLÍVAR,dane
13744,SIMITÍ,BOLÍVAR,dane
13760,SOPLAVIENTO,BOLÍVAR,dane
13780,TALAIGUA NUEVO,BOLÍVAR,dane
13810,TIQUISIO,BOLÍVAR,dane
13836,TURBACO,BOLÍVAR,dane
13838,TURBANÁ,BOLÍVAR,dane
13873,VILLANUEVA,BOLÍVAR,dane
13894,ZAMBRANO,BOLÍVAR,dane
20032,ASTREA,CESAR,dane
20060,BOSCONIA,CESAR,dane
20175,CHIMICHAGUA,CESAR,dane
20178,CHIRIGUANÁ,CESAR,dane
20228,CURUMANÍ,CESAR,dane
20238,EL COPEY,CESAR,dane
20250,EL PASO,CESAR,dane
20295,GAMARRA,CESAR,dane
20310,GONZÁLEZ,CESAR,dane
20383,LA GLORIA,CESAR,dane
20400,LA JAGUA DE IBIRICO,CESAR,dane
20443,MANAURE BALCÓN DEL CESAR,CESAR,dane
20517,PAILITAS,CESAR,dane
20550,PELAYA,CESAR,dane
20614,RÍO DE ORO,CESAR,dane
20710,SAN ALBERTO,CESAR,dane
20750,SAN DIEGO,CESAR,dane
20787,TAMALAMEQUE,CESAR,dane
20001,VALLEDUPAR,CESAR,dane
20013,AGUSTÍN CODAZZI,CESAR,dane
20045,BECERRIL,CESAR,dane
20621,LA PAZ,CESAR,dane
20570,PUEBLO BELLO,CESAR,dane
20770,SAN MARTÍN,CESAR,dane
20011,AGUACHICA,CESAR,dane
44078,BARRANCAS,LA GUAJIRA,dane
44098,DISTRACCIÓN,LA GUAJIRA,dane
44110,EL MOLINO,LA GUAJIRA,dane
44279,FONSECA,LA GUAJIRA,dane
44378,HATONUEVO,LA GUAJIRA,dane
44420,LA JAGUA DEL PILAR,LA GUAJIRA,dane
44855,URUMITA,LA GUAJIRA,dane
44874,VILLANUEVA,LA GUAJIRA,dane
44001,RIOHACHA,LA GUAJIRA,dane
44035,ALBANIA,LA GUAJIRA,dane
44090,DIBULLA,LA GUAJIRA,dane
44650,SAN JUAN DEL CESAR,LA GUAJIRA,dane
44847,URIBIA,LA GUAJIRA,dane
44430,MAICAO,LA GUAJIRA,dane
44560,MANAURE,LA GUAJIRA,dane
47541,PEDRAZA,MAGDALENA,dane
47030,ALGARROBO,MAGDALENA,dane
47058,ARIGUANÍ,MAGDALENA,dane
47161,CERRO DE SAN ANTONIO,MAGDALENA,dane
47170,CHIVOLO,MAGDALENA,dane
47205,CONCORDIA,MAGDALENA,dane
47258,EL PIÑÓN,MAGDALENA,dane
47268,EL RETÉN,MAGDALENA,dane
47318,GUAMAL,MAGDALENA,dane
47460,NUEVA GRANADA,MAGDALENA,dane
47545,PIJIÑO DEL CARMEN,MAGDALENA,dane
47551,PIVIJAY,MAGDALENA,dane
47555,PLATO,MAGDALENA,dane
47570,PUEBLOVIEJO,MAGDALENA,dane
47605,REMOLINO,MAGDALENA,dane
47660,SABANAS DE SAN ÁNGEL,MAGDALENA,dane
47675,SALAMINA,MAGDALENA,dane
47692,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,dane
47703,SAN ZENÓN,MAGDALENA,dane
47707,SANTA ANA,MAGDALENA,dane
47720,SANTA BÁRBARA DE PINTO,MAGDALENA,dane
47745,SITIONUEVO,MAGDALENA,dane
47798,TENERIFE,MAGDALENA,dane
47960,ZAPAYÁN,MAGDALENA,dane
47980,ZONA BANANERA,MAGDALENA,dane
47053,ARACATACA,MAGDALENA,dane
47189,CIÉNAGA,MAGDALENA,dane
47288,FUNDACIÓN,MAGDALENA,dane
47001,SANTA MARTA,MAGDALENA,dane
47245,EL BANCO,MAGDALENA,dane
70001,SINCELEJO,SUCRE,dane
70110,BUENAVISTA,SUCRE,dane
70124,CAIMITO,SUCRE,dane
70204,COLOSÓ,SUCRE,dane
70215,COROZAL,SUCRE,dane
70221,COVEÑAS,SUCRE,dane
70230,CHALÁN,SUCRE,dane
70233,EL ROBLE,SUCRE,dane
70235,GALERAS,SUCRE,dane
70265,GUARANDA,SUCRE,dane
70400,LA UNIÓN,SUCRE,dane
70418,LOS PALMITOS,SUCRE,dane
70429,MAJAGUAL,SUCRE,dane
70508,OVEJAS,SUCRE,dane
70523,PALMITO,SUCRE,dane
70670,SAMPUÉS,SUCRE,dane
70678,SAN BENITO ABAD,SUCRE,dane
70702,SAN JUAN DE BETULIA,SUCRE,dane
70708,SAN MARCOS,SUCRE,dane
70713,SAN ONOFRE,SUCRE,dane
70717,SAN PEDRO,SUCRE,dane
70742,SAN LUIS DE SINCÉ,SUCRE,dane
70771,SUCRE,SUCRE,dane
70820,SANTIAGO DE TOLÚ,SUCRE,dane
70823,SAN JOSÉ DE TOLUVIEJO,SUCRE,dane
70473,MORROA,SUCRE,dane
88001,SAN ANDRÉS,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",dane
88564,PROVIDENCIA,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",dane
81001,ARAUCA,ARAUCA,dane
81591,PUERTO RONDÓN,ARAUCA,dane
81220,CRAVO NORTE,ARAUCA,dane
81065,ARAUQUITA,ARAUCA,dane
81300,FORTUL,ARAUCA,dane
81736,SARAVENA,ARAUCA,dane
81794,TAME,ARAUCA,dane
15001,TUNJA,BOYACÁ,dane
15022,ALMEIDA,BOYACÁ,dane
15047,AQUITANIA,BOYACÁ,dane
15051,ARCABUCO,BOYACÁ,dane
15087,BELÉN,BOYACÁ,dane
15090,BERBEO,BOYACÁ,dane
15092,BETÉITIVA,BOYACÁ,dane
15097,BOAVITA,BOYACÁ,dane
15104,BOYACÁ,BOYACÁ,dane
15106,BRICEÑO,BOYACÁ,dane
15109,BUENAVISTA,BOYACÁ,dane
15114,BUSBANZÁ,BOYACÁ,dane
15131,CALDAS,BOYACÁ,dane
15135,CAMPOHERMOSO,BOYACÁ,dane
15162,CERINZA,BOYACÁ,dane
15172,CHINAVITA,BOYACÁ,dane
15176,CHIQUINQUIRÁ,BOYACÁ,dane
15183,CHITA,BOYACÁ,dane
15185,CHITARAQUE,BOYACÁ,dane
15187,CHIVATÁ,BOYACÁ,dane
15189,CIÉNEGA,BOYACÁ,dane
15204,CÓMBITA,BOYACÁ,dane
15212,COPER,BOYACÁ,dane
15215,CORRALES,BOYACÁ,dane
15377,LABRANZAGRANDE,BOYACÁ,dane
15380,LA CAPILLA,BOYACÁ,dane
15401,LA VICTORIA,BOYACÁ,dane
15403,LA UVITA,BOYACÁ,dane
15542,PESCA,BOYACÁ,dane
15550,PISBA,BOYACÁ,dane
15572,PUERTO BOYACÁ,BOYACÁ,dane
15580,QUÍPAMA,BOYACÁ,dane
15755,SOCOTÁ,BOYACÁ,dane
15757,SOCHA,BOYACÁ,dane
15759,SOGAMOSO,BOYACÁ,dane
15761,SOMONDOCO,BOYACÁ,dane
15842,ÚMBITA,BOYACÁ,dane
15861,VENTAQUEMADA,BOYACÁ,dane
15879,VIRACACHÁ,BOYACÁ,dane
15897,ZETAQUIRA,BOYACÁ,dane
15218,COVARACHÍA,BOYACÁ,dane
15224,CUCAITA,BOYACÁ,dane
15226,CUÍTIVA,BOYACÁ,dane
15232,CHÍQUIZA,BOYACÁ,dane
15236,CHIVOR,BOYACÁ,dane
15238,DUITAMA,BOYACÁ,dane
15244,EL COCUY,BOYACÁ,dane
15248,EL ESPINO,BOYACÁ,dane
15272,FIRAVITOBA,BOYACÁ,dane
15276,FLORESTA,BOYACÁ,dane
15293,GACHANTIVÁ,BOYACÁ,dane
15296,GÁMEZA,BOYACÁ,dane
15299,GARAGOA,BOYACÁ,dane
15317,GUACAMAYAS,BOYACÁ,dane
15322,GUATEQUE,BOYACÁ,dane
15325,GUAYATÁ,BOYACÁ,dane
15362,IZA,BOYACÁ,dane
15367,JENESANO,BOYACÁ,dane
15368,JERICÓ,BOYACÁ,dane
15407,VILLA DE LEYVA,BOYACÁ,dane
15425,MACANAL,BOYACÁ,dane
15442,MARIPÍ,BOYACÁ,dane
15455,MIRAFLORES,BOYACÁ,dane
15464,MONGUA,BOYACÁ,dane
15466,MONGUÍ,BOYACÁ,dane
15469,MONIQUIRÁ,BOYACÁ,dane
15476,MOTAVITA,BOYACÁ,dane
15480,MUZO,BOYACÁ,dane
15491,NOBSA,BOYACÁ,dane
15494,NUEVO COLÓN,BOYACÁ,dane
15500,OICATÁ,BOYACÁ,dane
15507,OTANCHE,BOYACÁ,dane
15511,PACHAVITA,BOYACÁ,dane
15514,PÁEZ,BOYACÁ,dane
15516,PAIPA,BOYACÁ,dane
15518,PAJARITO,BOYACÁ,dane
15522,PANQUEBA,BOYACÁ,dane
15531,PAUNA,BOYACÁ,dane
15533,PAYA,BOYACÁ,dane
15537,PAZ DE RÍO,BOYACÁ,dane
15599,RAMIRIQUÍ,BOYACÁ,dane
15600,RÁQUIRA,BOYACÁ,dane
15621,RONDÓN,BOYACÁ,dane
15632,SABOYÁ,BOYACÁ,dane
15638,SÁCHICA,BOYACÁ,dane
15646,SAMACÁ,BOYACÁ,dane
15660,SAN EDUARDO,BOYACÁ,dane
15664,SAN JOSÉ DE PARE,BOYACÁ,dane
15667,SAN LUIS DE GACENO,BOYACÁ,dane
15673,SAN MATEO,BOYACÁ,dane
15676,SAN MIGUEL DE SEMA,BOYACÁ,dane
15681,SAN PABLO DE BORBUR,BOYACÁ,dane
15686,SANTANA,BOYACÁ,dane
15690,SANTA MARÍA,BOYACÁ,dane
15693,SANTA ROSA DE VITERBO,BOYACÁ,dane
15696,SANTA SOFÍA,BOYACÁ,dane
15720,SATIVANORTE,BOYACÁ,dane
15723,SATIVASUR,BOYACÁ,dane
15740,SIACHOQUE,BOYACÁ,dane
15753,SOATÁ,BOYACÁ,dane
15762,SORA,BOYACÁ,dane
15763,SOTAQUIRÁ,BOYACÁ,dane
15764,SORACÁ,BOYACÁ,dane
15774,SUSACÓN,BOYACÁ,dane
15776,SUTAMARCHÁN,BOYACÁ,dane
15778,SUTATENZA,BOYACÁ,dane
15790,TASCO,BOYACÁ,dane
15798,TENZA,BOYACÁ,dane
15804,TIBANÁ,BOYACÁ,dane
15806,TIBASOSA,BOYACÁ,dane
15808,TINJACÁ,BOYACÁ,dane
15810,TIPACOQUE,BOYACÁ,dane
15814,TOCA,BOYACÁ,dane
15816,TOGÜÍ,BOYACÁ,dane
15820,TÓPAGA,BOYACÁ,dane
15822,TOTA,BOYACÁ,dane
15832,TUNUNGUÁ,BOYACÁ,dane
15835,TURMEQUÉ,BOYACÁ,dane
15837,TUTA,BOYACÁ,dane
15839,TUTAZÁ,BOYACÁ,dane
15180,CHISCAS,BOYACÁ,dane
15223,CUBARÁ,BOYACÁ,dane
15332,GÜICÁN DE LA SIERRA,BOYACÁ,dane
25019,ALBÁN,CUNDINAMARCA,dane
25035,ANAPOIMA,CUNDINAMARCA,dane
25040,ANOLAIMA,CUNDINAMARCA,dane
25053,ARBELÁEZ,CUNDINAMARCA,dane
25086,BELTRÁN,CUNDINAMARCA,dane
25095,BITUIMA,CUNDINAMARCA,dane
25099,BOJACÁ,CUNDINAMARCA,dane
25120,CABRERA,CUNDINAMARCA,dane
25123,CACHIPAY,CUNDINAMARCA,dane
25126,CAJICÁ,CUNDINAMARCA,dane
25148,CAPARRAPÍ,CUNDINAMARCA,dane
25151,CÁQUEZA,CUNDINAMARCA,dane
25154,CARMEN DE CARUPA,CUNDINAMARCA,dane
25168,CHAGUANÍ,CUNDINAMARCA,dane
25178,CHIPAQUE,CUNDINAMARCA,dane
25181,CHOACHÍ,CUNDINAMARCA,dane
25183,CHOCONTÁ,CUNDINAMARCA,dane
25200,COGUA,CUNDINAMARCA,dane
25214,COTA,CUNDINAMARCA,dane
25224,CUCUNUBÁ,CUNDINAMARCA,dane
25245,EL COLEGIO,CUNDINAMARCA,dane
25258,EL PEÑÓN,CUNDINAMARCA,dane
25269,FACATATIVÁ,CUNDINAMARCA,dane
25279,FÓMEQUE,CUNDINAMARCA,dane
25281,FOSCA,CUNDINAMARCA,dane
25286,FUNZA,CUNDINAMARCA,dane
25288,FÚQUENE,CUNDINAMARCA,dane
25293,GACHALÁ,CUNDINAMARCA,dane
25295,GACHANCIPÁ,CUNDINAMARCA,dane
25297,GACHETÁ,CUNDINAMARCA,dane
25299,GAMA,CUNDINAMARCA,dane
25312,GRANADA,CUNDINAMARCA,dane
25317,GUACHETÁ,CUNDINAMARCA,dane
25320,GUADUAS,CUNDINAMARCA,dane
25322,GUASCA,CUNDINAMARCA,dane
25324,GUATAQUÍ,CUNDINAMARCA,dane
25326,GUATAVITA,CUNDINAMARCA,dane
25328,GUAYABAL DE SÍQUIMA,CUNDINAMARCA,dane
25335,GUAYABETAL,CUNDINAMARCA,dane
25339,GUTIÉRREZ,CUNDINAMARCA,dane
25368,JERUSALÉN,CUNDINAMARCA,dane
25372,JUNÍN,CUNDINAMARCA,dane
25377,LA CALERA,CUNDINAMARCA,dane
25386,LA MESA,CUNDINAMARCA,dane
25394,LA PALMA,CUNDINAMARCA,dane
25398,LA PEÑA,CUNDINAMARCA,dane
25402,LA VEGA,CUNDINAMARCA,dane
25407,LENGUAZAQUE,CUNDINAMARCA,dane
25426,MACHETÁ,CUNDINAMARCA,dane
25430,MADRID,CUNDINAMARCA,dane
25436,MANTA,CUNDINAMARCA,dane
25438,MEDINA,CUNDINAMARCA,dane
25483,NARIÑO,CUNDINAMARCA,dane
25486,NEMOCÓN,CUNDINAMARCA,dane
25488,NILO,CUNDINAMARCA,dane
25489,NIMAIMA,CUNDINAMARCA,dane
25491,NOCAIMA,CUNDINAMARCA,dane
25506,VENECIA,CUNDINAMARCA,dane
25513,PACHO,CUNDINAMARCA,dane
25518,PAIME,CUNDINAMARCA,dane
25524,PANDI,CUNDINAMARCA,dane
25530,PARATEBUENO,CUNDINAMARCA,dane
25535,PASCA,CUNDINAMARCA,dane
25572,PUERTO SALGAR,CUNDINAMARCA,dane
25580,PULÍ,CUNDINAMARCA,dane
25592,QUEBRADANEGRA,CUNDINAMARCA,dane
25594,QUETAME,CUNDINAMARCA,dane
25596,QUIPILE,CUNDINAMARCA,dane
25599,APULO,CUNDINAMARCA,dane
25612,RICAURTE,CUNDINAMARCA,dane
25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA,dane
25649,SAN BERNARDO,CUNDINAMARCA,dane
25653,SAN CAYETANO,CUNDINAMARCA,dane
25658,SAN FRANCISCO,CUNDINAMARCA,dane
25718,SASAIMA,CUNDINAMARCA,dane
25736,SESQUILÉ,CUNDINAMARCA,dane
25743,SILVANIA,CUNDINAMARCA,dane
25745,SIMIJACA,CUNDINAMARCA,dane
25758,SOPÓ,CUNDINAMARCA,dane
25769,SUBACHOQUE,CUNDINAMARCA,dane
25772,SUESCA,CUNDINAMARCA,dane
25777,SUPATÁ,CUNDINAMARCA,dane
25779,SUSA,CUNDINAMARCA,dane
25781,SUTATAUSA,CUNDINAMARCA,dane
25785,TABIO,CUNDINAMARCA,dane
25793,TAUSA,CUNDINAMARCA,dane
25797,TENA,CUNDINAMARCA,dane
25799,TENJO,CUNDINAMARCA,dane
25805,TIBACUY,CUNDINAMARCA,dane
25807,TIBIRITA,CUNDINAMARCA,dane
25815,TOCAIMA,CUNDINAMARCA,dane
25817,TOCANCIPÁ,CUNDINAMARCA,dane
25823,TOPAIPÍ,CUNDINAMARCA,dane
25839,UBALÁ,CUNDINAMARCA,dane
25841,UBAQUE,CUNDINAMARCA,dane
25843,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,dane
25845,UNE,CUNDINAMARCA,dane
25851,ÚTICA,CUNDINAMARCA,dane
25862,VERGARA,CUNDINAMARCA,dane
25867,VIANÍ,CUNDINAMARCA,dane
25871,VILLAGÓMEZ,CUNDINAMARCA,dane
25873,VILLAPINZÓN,CUNDINAMARCA,dane
25875,VILLETA,CUNDINAMARCA,dane
25878,VIOTÁ,CUNDINAMARCA,dane
25885,YACOPÍ,CUNDINAMARCA,dane
25898,ZIPACÓN,CUNDINAMARCA,dane
25899,ZIPAQUIRÁ,CUNDINAMARCA,dane
25001,AGUA DE DIOS,CUNDINAMARCA,dane
54001,SAN JOSÉ DE CÚCUTA,NORTE DE SANTANDER,dane
54003,ÁBREGO,NORTE DE SANTANDER,dane
54051,ARBOLEDAS,NORTE DE SANTANDER,dane
54099,BOCHALEMA,NORTE DE SANTANDER,dane
54109,BUCARASICA,NORTE DE SANTANDER,dane
54125,CÁCOTA,NORTE DE SANTANDER,dane
54128,CÁCHIRA,NORTE DE SANTANDER,dane
54172,CHINÁCOTA,NORTE DE SANTANDER,dane
54223,CUCUTILLA,NORTE DE SANTANDER,dane
54239,DURANIA,NORTE DE SANTANDER,dane
54261,EL ZULIA,NORTE DE SANTANDER,dane
54313,GRAMALOTE,NORTE DE SANTANDER,dane
54344,HACARÍ,NORTE DE SANTANDER,dane
54347,HERRÁN,NORTE DE SANTANDER,dane
54377,LABATECA,NORTE DE SANTANDER,dane
54385,LA ESPERANZA,NORTE DE SANTANDER,dane
54398,LA PLAYA,NORTE DE SANTANDER,dane
54405,LOS PATIOS,NORTE DE SANTANDER,dane
54418,LOURDES,NORTE DE SANTANDER,dane
54480,MUTISCUA,NORTE DE SANTANDER,dane
54498,OCAÑA,NORTE DE SANTANDER,dane
54518,PAMPLONA,NORTE DE SANTANDER,dane
54520,PAMPLONITA,NORTE DE SANTANDER,dane
54553,PUERTO SANTANDER,NORTE DE SANTANDER,dane
54599,RAGONVALIA,NORTE DE SANTANDER,dane
54660,SALAZAR,NORTE DE SANTANDER,dane
54670,SAN CALIXTO,NORTE DE SANTANDER,dane
54673,SAN CAYETANO,NORTE DE SANTANDER,dane
54680,SANTIAGO,NORTE DE SANTANDER,dane
54720,SARDINATA,NORTE DE SANTANDER,dane
54743,SILOS,NORTE DE SANTANDER,dane
54871,VILLA CARO,NORTE DE SANTANDER,dane
54874,VILLA DEL ROSARIO,NORTE DE SANTANDER,dane
54174,CHITAGÁ,NORTE DE SANTANDER,dane
54206,CONVENCIÓN,NORTE DE SANTANDER,dane
54245,EL CARMEN,NORTE DE SANTANDER,dane
54800,TEORAMA,NORTE DE SANTANDER,dane
54810,TIBÚ,NORTE DE SANTANDER,dane
54820,TOLEDO,NORTE DE SANTANDER,dane
54250,EL TARRA,NORTE DE SANTANDER,dane
11001,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",dane
50001,VILLAVICENCIO,META,dane
50006,ACACÍAS,META,dane
50110,BARRANCA DE UPÍA,META,dane
50124,CABUYARO,META,dane
50150,CASTILLA LA NUEVA,META,dane
50223,CUBARRAL,META,dane
50226,CUMARAL,META,dane
50245,EL CALVARIO,META,dane
50251,EL CASTILLO,META,dane
50270,EL DORADO,META,dane
50287,FUENTE DE ORO,META,dane
50313,GRANADA,META,dane
50318,GUAMAL,META,dane
50330,MESETAS,META,dane
50370,URIBE,META,dane
50400,LEJANÍAS,META,dane
50450,PUERTO CONCORDIA,META,dane
50573,PUERTO LÓPEZ,META,dane
50577,PUERTO LLERAS,META,dane
50590,PUERTO RICO,META,dane
50606,RESTREPO,META,dane
50680,SAN CARLOS DE GUAROA,META,dane
50683,SAN JUAN DE ARAMA,META,dane
50686,SAN JUANITO,META,dane
50689,SAN MARTÍN,META,dane
50711,VISTAHERMOSA,META,dane
50350,LA MACARENA,META,dane
50325,MAPIRIPÁN,META,dane
50568,PUERTO GAITÁN,META,dane
41001,NEIVA,HUILA,dane
41306,GIGANTE,HUILA,dane
41319,GUADALUPE,HUILA,dane
41349,HOBO,HUILA,dane
41357,ÍQUIRA,HUILA,dane
41359,ISNOS,HUILA,dane
41378,LA ARGENTINA,HUILA,dane
41396,LA PLATA,HUILA,dane
41483,NÁTAGA,HUILA,dane
41503,OPORAPA,HUILA,dane
41518,PAICOL,HUILA,dane
41524,PALERMO,HUILA,dane
41530,PALESTINA,HUILA,dane
41548,PITAL,HUILA,dane
41551,PITALITO,HUILA,dane
41615,RIVERA,HUILA,dane
41660,SALADOBLANCO,HUILA,dane
41668,SAN AGUSTÍN,HUILA,dane
41676,SANTA MARÍA,HUILA,dane
41770,SUAZA,HUILA,dane
41791,TARQUI,HUILA,dane
41797,TESALIA,HUILA,dane
41799,TELLO,HUILA,dane
41801,TERUEL,HUILA,dane
41807,TIMANÁ,HUILA,dane
41872,VILLAVIEJA,HUILA,dane
41885,YAGUARÁ,HUILA,dane
41298,GARZÓN,HUILA,dane
41244,ELÍAS,HUILA,dane
41206,COLOMBIA,HUILA,dane
41132,CAMPOALEGRE,HUILA,dane
41078,BARAYA,HUILA,dane
41026,ALTAMIRA,HUILA,dane
41020,ALGECIRAS,HUILA,dane
41016,AIPE,HUILA,dane
41013,AGRADO,HUILA,dane
41006,ACEVEDO,HUILA,dane
68013,AGUADA,SANTANDER,dane
68020,ALBANIA,SANTANDER,dane
68051,ARATOCA,SANTANDER,dane
68077,BARBOSA,SANTANDER,dane
68079,BARICHARA,SANTANDER,dane
68081,BARRANCABERMEJA,SANTANDER,dane
68092,BETULIA,SANTANDER,dane
68121,CABRERA,SANTANDER,dane
68132,CALIFORNIA,SANTANDER,dane
68147,CAPITANEJO,SANTANDER,dane
68152,CARCASÍ,SANTANDER,dane
68160,CEPITÁ,SANTANDER,dane
68162,CERRITO,SANTANDER,dane
68167,CHARALÁ,SANTANDER,dane
68169,CHARTA,SANTANDER,dane
68176,CHIMA,SANTANDER,dane
68179,CHIPATÁ,SANTANDER,dane
68190,CIMITARRA,SANTANDER,dane
68207,CONCEPCIÓN,SANTANDER,dane
68209,CONFINES,SANTANDER,dane
68615,RIONEGRO,SANTANDER,dane
68655,SABANA DE TORRES,SANTANDER,dane
68669,SAN ANDRÉS,SANTANDER,dane
68673,SAN BENITO,SANTANDER,dane
68679,SAN GIL,SANTANDER,dane
68682,SAN JOAQUÍN,SANTANDER,dane
68684,SAN JOSÉ DE MIRANDA,SANTANDER,dane
68686,SAN MIGUEL,SANTANDER,dane
68689,SAN VICENTE DE CHUCURÍ,SANTANDER,dane
68705,SANTA BÁRBARA,SANTANDER,dane
68720,SANTA HELENA DEL OPÓN,SANTANDER,dane
68745,SIMACOTA,SANTANDER,dane
68755,SOCORRO,SANTANDER,dane
68770,SUAITA,SANTANDER,dane
68773,SUCRE,SANTANDER,dane
68780,SURATÁ,SANTANDER,dane
68820,TONA,SANTANDER,dane
68855,VALLE DE SAN JOSÉ,SANTANDER,dane
68861,VÉLEZ,SANTANDER,dane
68867,VETAS,SANTANDER,dane
68872,VILLANUEVA,SANTANDER,dane
68895,ZAPATOCA,SANTANDER,dane
68370,JORDÁN,SANTANDER,dane
68377,LA BELLEZA,SANTANDER,dane
68385,LANDÁZURI,SANTANDER,dane
68397,LA PAZ,SANTANDER,dane
68406,LEBRIJA,SANTANDER,dane
68418,LOS SANTOS,SANTANDER,dane
68425,MACARAVITA,SANTANDER,dane
68432,MÁLAGA,SANTANDER,dane
68444,MATANZA,SANTANDER,dane
68464,MOGOTES,SANTANDER,dane
68468,MOLAGAVITA,SANTANDER,dane
68498,OCAMONTE,SANTANDER,dane
68500,OIBA,SANTANDER,dane
68502,ONZAGA,SANTANDER,dane
68522,PALMAR,SANTANDER,dane
68524,PALMAS DEL SOCORRO,SANTANDER,dane
68533,PÁRAMO,SANTANDER,dane
68549,PINCHOTE,SANTANDER,dane
68572,PUENTE NACIONAL,SANTANDER,dane
68573,PUERTO PARRA,SANTANDER,dane
68575,PUERTO WILCHES,SANTANDER,dane
68211,CONTRATACIÓN,SANTANDER,dane
68217,COROMORO,SANTANDER,dane
68229,CURITÍ,SANTANDER,dane
68235,EL CARMEN DE CHUCURI,SANTANDER,dane
68245,EL GUACAMAYO,SANTANDER,dane
68255,EL PLAYÓN,SANTANDER,dane
68264,ENCINO,SANTANDER,dane
68266,ENCISO,SANTANDER,dane
68271,FLORIÁN,SANTANDER,dane
68296,GALÁN,SANTANDER,dane
68298,GÁMBITA,SANTANDER,dane
68318,GUACA,SANTANDER,dane
68320,GUADALUPE,SANTANDER,dane
68322,GUAPOTÁ,SANTANDER,dane
68324,GUAVATÁ,SANTANDER,dane
68327,GÜEPSA,SANTANDER,dane
68344,HATO,SANTANDER,dane
68368,JESÚS MARÍA,SANTANDER,dane
68307,GIRÓN,SANTANDER,dane
68276,FLORIDABLANCA,SANTANDER,dane
68101,BOLÍVAR,SANTANDER,dane
68250,EL PEÑÓN,SANTANDER,dane
68547,PIEDECUESTA,SANTANDER,dane
68001,BUCARAMANGA,SANTANDER,dane
73001,IBAGUÉ,TOLIMA,dane
73024,ALPUJARRA,TOLIMA,dane
73026,ALVARADO,TOLIMA,dane
73030,AMBALEMA,TOLIMA,dane
